
state,county,precincts,reporting,biden,clinton,dodd,edwards,kucinich,obama,richardson,uncommitted-d,cort,giuliani,huckabee,hunter,keyes,mccain,paul,romney,thompson,tran,uncommitted-r
TX,Kleberg,21,7,16,2132,13,78,,1002,27,,,,,,,,,,,,
TX,Knox,11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,La Salle,7,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,La Salle,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,La Vaca,20,1,10,456,2,54,,272,15,,0,1,70,0,4,148,33,2,2,1,0
TX,Lamar,32,1,37,1575,14,123,,979,25,,0,2,353,2,4,358,27,16,5,0,8
TX,Lamb,13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Lampasas,11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Lee,9,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Lee,16,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Leon,15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Liberty,32,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Liberty,32,1,31,1905,11,136,,1203,33,,,,,,,,,,,,
TX,Limestone,23,1,17,681,8,100,,597,27,,0,2,145,2,1,195,17,5,6,0,6
TX,Lipscomb,8,1,0,14,0,2,,7,0,,,,,,,,,,,,
TX,Lipscomb,8,8,,,,,,,,,2,1,220,0,2,211,6,4,6,0,7
TX,Live Oak,14,1,,,,,,,,,0,1,56,0,0,69,5,4,1,0,1
TX,Live Oak,15,1,0,135,0,4,,96,1,,,,,,,,,,,,
TX,Llano,10,1,1,608,0,8,,436,2,,1,18,579,11,7,1655,106,43,11,0,87
TX,Loving,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Loving,5,5,0,5,1,5,,7,4,,,,,,,,,,,,
TX,Lubbock,92,1,46,6990,15,93,,6088,43,,30,52,4099,29,111,7127,259,241,145,6,126
TX,Lynn,15,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Lynn,15,1,1,76,0,4,,30,0,,,,,,,,,,,,
TX,Madison,9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Marion,11,1,9,290,5,49,,269,21,,0,0,45,0,1,43,5,1,1,0,1
TX,Martin,7,1,0,96,1,8,,45,9,,0,2,82,3,1,115,4,4,4,0,6
TX,Mason,5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Matagorda,19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Maverick,15,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Maverick,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,McCulloch,11,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,McLennan,93,1,4,3876,7,85,,4229,12,,0,35,2021,24,15,3538,182,187,52,0,0
TX,McMullen,6,1,4,35,1,9,,36,3,,0,0,1,0,0,3,0,1,0,0,0
TX,Medina,18,1,3,987,1,20,,670,12,,1,13,597,8,6,1279,85,61,21,0,40
TX,Menard,7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0

TX,Midland,11,1,5,1613,5,23,,1538,15,,,,,,,,,,,,
TX,Midland,17,1,,,,,,,,,0,23,1470,24,25,3591,226,166,45,0,65
TX,Milam,12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Mills,2,1,,,,,,,,,0,1,87,3,2,165,17,13,3,0,6
TX,Mills,7,1,8,459,1,52,,231,19,,,,,,,,,,,,
TX,Mitchell,7,1,3,250,2,37,,112,14,,0,0,51,0,0,88,9,0,2,0,1
TX,Montague,16,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Montague,16,1,,,,,,,,,0,3,162,0,3,360,22,13,4,0,8
TX,Montgomery,86,3,3,6904,5,60,,6427,16,,3,47,6110,225,145,9747,681,387,116,4,318
TX,Moore,8,1,3,136,0,7,,70,1,,0,3,328,4,1,436,13,15,17,0,31
TX,Morris,5,1,,,,,,,,,0,1,47,0,0,50,0,0,0,0,1
TX,Morris,10,1,8,513,2,62,,282,15,,,,,,,,,,,,
TX,Motley,7,3,,,,,,,,,0,0,39,1,1,33,3,1,2,1,0
TX,Motley,7,7,0,97,0,7,,44,2,,,,,,,,,,,,
TX,Nacogdoches,24,1,6,1088,4,20,,1190,5,,0,9,928,9,12,1657,86,30,23,2,47
TX,Navarro,35,26,22,2604,7,96,,1621,12,,4,15,1278,6,16,1668,72,44,28,0,27
TX,Newton,9,1,,,,,,,,,0,0,37,0,4,46,8,1,1,0,2
TX,Newton,23,1,10,459,9,50,,180,14,,,,,,,,,,,,
TX,Nolan,15,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Nueces,127,28,31,17183,15,165,,8712,98,,,,,,,,,,,,
TX,Nueces,127,36,,,,,,,,,0,28,1782,15,24,4503,260,122,41,2,49
TX,Ochiltree,5,1,0,31,0,4,,18,0,,1,7,216,2,2,496,12,11,5,1,23
TX,Oldham,3,1,,,,,,,,,0,0,19,0,0,13,3,0,0,0,0
TX,Oldham,8,1,0,24,0,0,,16,4,,,,,,,,,,,,
TX,Orange,35,1,64,4353,62,461,,1942,75,,1,5,503,2,23,607,48,19,6,14,0
TX,Palo Pinto,31,1,0,578,3,9,,225,4,,0,3,127,0,1,269,20,11,3,1,4
TX,Panola,21,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Panola,21,1,24,690,15,101,,372,23,,,,,,,,,,,,
TX,Parker,44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Parmer,10,1,2,49,0,2,,18,0,,0,0,40,1,0,61,2,2,1,0,1
TX,Pecos,10,1,8,480,4,38,,285,20,,0,2,73,0,0,125,14,3,3,0,2
TX,Polk,21,1,14,1844,10,77,,992,27,,0,8,844,9,9,1605,106,79,11,4,55
TX,Potter,17,1,7,1297,4,21,,946,20,,2,23,1042,16,13,1711,61,58,25,1,50
TX,Presidio,8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Rains,8,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Randall,30,3,9,2556,4,33,,1679,20,,,,,,,,,,,,
TX,Randall,30,8,,,,,,,,,2,46,3296,15,8,3754,152,147,44,3,79
TX,Reagan,5,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Reagan,5,1,0,16,0,1,,10,0,,,,,,,,,,,,
TX,Real,5,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Real,5,1,0,49,0,0,,39,0,,,,,,,,,,,,
TX,Red River,5,1,,,,,,,,,0,0,25,0,0,29,3,2,0,0,0
TX,Red River,23,1,13,47,7,55,,181,14,,,,,,,,,,,,
TX,Reeves,12,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Reeves,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Refugio,11,5,3,662,4,45,,459,9,,,,,,,,,,,,
TX,Refugio,11,9,,,,,,,,,0,1,69,0,0,161,22,3,3,1,1
TX,Roberts,6,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Roberts,2,2,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Robertson,16,1,9,597,5,75,,627,10,,0,0,83,0,3,112,6,3,1,0,2
TX,Rockwall,17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Runnels,11,1,1,130,0,9,,92,1,,0,1,55,0,0,109,9,4,1,0,0
TX,Rusk,23,1,3,836,5,42,,791,10,,0,10,767,3,7,945,47,22,5,0,23
TX,Sabine,9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,San Augustine,12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,San Jacinto,12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,San Patricio,26,1,10,2191,7,50,,943,30,,0,7,256,3,3,598,26,14,8,1,5
TX,San Saba,5,1,0,26,0,1,,10,0,,0,0,90,2,2,167,11,2,2,1,7
TX,Schleicher,5,1,2,65,1,5,,46,1,,0,1,27,0,0,32,5,0,0,0,0
TX,Scurry,12,1,0,211,0,2,,88,3,,1,6,248,3,2,575,22,16,9,1,26

TX,Shackelford,8,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Shackelford,8,1,3,87,0,21,,42,10,,,,,,,,,,,,
TX,Shelby,15,15,22,2416,9,154,,1044,26,,0,1,911,2,3,722,56,18,6,1,11
TX,Sherman,8,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Sherman,8,1,0,25,1,1,,21,0,,,,,,,,,,,,
TX,Smith,78,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Somervell,7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Starr,10,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Stephens,2,1,,,,,,,,,0,2,103,0,0,144,4,5,3,0,1
TX,Stephens,7,1,0,240,1,25,,116,6,,,,,,,,,,,,
TX,Sterling,5,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Stonewall,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Stonewall,5,5,8,303,9,46,,108,9,,,,,,,,,,,,
TX,Sutton,7,7,1,298,2,7,,132,8,,0,1,97,2,0,189,9,2,2,0,3
TX,Swisher,2,1,,,,,,,,,0,1,13,0,1,9,0,0,1,0,0
TX,Swisher,9,1,1,232,2,19,,97,12,,,,,,,,,,,,
TX,Tarrant,639,0,64,35092,22,280,,50855,89,,6,164,13990,122,201,19192,1396,860,304,24,283
TX,Taylor,22,1,5,2655,6,62,,2021,14,,2,19,1631,11,20,2945,169,123,36,2,57
TX,Terrell,5,1,1,55,1,8,,26,0,,0,2,15,0,0,15,1,0,0,0,1
TX,Terry,9,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Throckmorton,6,1,0,55,0,5,,22,1,,,,,,,,,,,,
TX,Throckmorton,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Titus,12,1,,,,,,,,,0,1,204,0,0,130,6,5,6,0,3
TX,Titus,20,1,10,771,15,97,,622,33,,,,,,,,,,,,
TX,Tom Green,61,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Travis,211,0,77,33401,48,378,,63154,141,,2,64,4527,34,89,10299,2602,312,117,8,183
TX,Trinity,20,1,28,1178,17,189,,689,49,,0,0,65,0,1,79,8,5,0,0,0
TX,Tyler,5,1,,,,,,,,,0,1,190,0,5,302,14,9,2,1,8
TX,Tyler,18,1,15,849,17,92,,371,25,,,,,,,,,,,,
TX,Upshur,13,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Upshur,21,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Upton,7,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Upton,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Uvalde,15,1,21,1420,13,68,,763,33,,1,4,189,4,3,326,21,12,4,0,10
TX,Val Verde,5,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Val Verde,14,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Van Zandt,22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Victoria,36,1,,,,,,,,,350,4,373,9,185,924,201,65,7,11,60
TX,Victoria,36,22,76,3283,24,124,,2197,27,,,,,,,,,,,,
TX,Walker,19,1,5,971,3,25,,1093,7,,0,4,593,7,47,974,99,24,15,0,31
TX,Waller,19,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Ward,5,1,,,,,,,,,0,0,22,0,0,45,5,0,0,0,1
TX,Ward,9,5,24,786,14,171,,453,66,,,,,,,,,,,,
TX,Washington,34,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
TX,Webb,58,1,101,21251,55,286,,5752,185,,2,23,114,3,11,514,33,12,5,1,24
TX,Wharton,14,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Wharton,21,0,0,0,0,0,,0,0,,,,,,,,,,,,
TX,Wheeler,11,1,0,80,0,20,,45,5,,0,0,45,0,0,36,2,1,0,0,0
TX,Wichita,36,1,13,3145,12,105,,2185,20,,4,13,1271,7,11,2881,125,91,40,6,52
TX,Wilbarger,7,1,6,467,3,72,,247,21,,0,0,76,0,0,126,5,0,1,0,2
TX,Willacy,13,1,8,1216,20,57,,622,37,,,,,,,,,,,,
TX,Willacy,2,2,,,,,,,,,0,0,8,0,0,28,1,1,0,0,0
TX,Williamson,100,0,14,9313,7,81,,13985,23,,3,31,4040,24,66,7398,1069,343,93,2,89
TX,Wilson,25,1,3,1058,2,19,,660,3,,0,3,281,2,6,523,31,13,7,0,9
TX,Winkler,6,1,1,93,1,1,,36,0,,1,6,76,1,5,224,2,7,3,0,13
TX,Wise,23,1,1,817,1,20,,406,6,,0,7,612,5,9,890,94,25,13,2,54
TX,Wood,13,1,3,672,0,12,,417,0,,0,5,740,2,3,1211,68,29,14,0,26
TX,Yoakum,7,1,1,184,1,12,,67,6,,0,0,99,0,0,188,5,1,2,0,3
TX,Young,7,1,3,560,2,21,,254,4,,0,3,396,5,5,614,26,10,8,0,17
TX,Zapata,8,1,10,1002,4,21,,278,15,,,,,,,,,,,,

TX,Zapata,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
TX,Zavala,7,1,18,1610,8,33,,509,21,,,,,,,,,,,,
TX,Zavala,2,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
VT,*,260,141,,,,,,,,,,386,2590,,,12738,1186,788,,,
VT,*,260,142,,25470,,829,371,38729,,,,,,,,,,,,,
VT,Addison,1,1,,142,,3,1,152,,,,1,28,,,111,2,14,,,
VT,Albany,1,1,,71,,1,5,123,,,,2,9,,,38,3,3,,,
VT,Alburg,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Andover,1,1,,35,,1,3,83,,,,2,7,,,36,1,1,,,
VT,Arlington,1,1,,268,,8,2,361,,,,3,36,,,137,5,10,,,
VT,Athens,1,1,,24,,1,1,36,,,,0,6,,,18,1,0,,,
VT,Bakersfield,1,1,,99,,6,2,176,,,,3,12,,,42,4,2,,,
VT,Baltimore,1,1,,15,,2,0,17,,,,1,4,,,11,3,2,,,
VT,Barnard,1,1,,98,,1,4,176,,,,0,13,,,57,2,6,,,
VT,Barnet,1,1,,123,,1,4,225,,,,0,23,,,73,13,4,,,
VT,Barre,3,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Barre Town,1,1,,768,,25,5,908,,,,11,130,,,557,44,32,,,
VT,Barton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Belvidere,1,1,,21,,2,1,22,,,,1,7,,,13,1,0,,,
VT,Bennington,1,1,,1715,,50,10,1609,,,,19,106,,,481,31,28,,,
VT,Benson,1,1,,117,,1,0,134,,,,4,17,,,67,7,7,,,
VT,Berkshire,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Berlin,1,1,,230,,10,6,389,,,,4,29,,,123,12,8,,,
VT,Bethel,1,1,,184,,4,3,268,,,,2,38,,,43,5,3,,,
VT,Bloomfield,1,1,,26,,2,0,21,,,,0,3,,,15,1,2,,,
VT,Bolton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Bradford,1,1,,184,,5,3,321,,,,1,8,,,97,19,12,,,
VT,Braintree,1,1,,89,,2,1,154,,,,1,12,,,48,7,1,,,
VT,Brandon,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brattleboro,3,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Bridgewater,1,1,,73,,0,3,141,,,,2,4,,,47,2,4,,,
VT,Bridport,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brighton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Bristol,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brookfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brookline,1,1,,42,,1,0,82,,,,1,7,,,26,1,1,,,
VT,Brownington,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Brunswick,1,1,,10,,0,0,18,,,,1,0,,,4,1,0,,,
VT,Burke,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Burlington,7,1,,402,,16,13,1032,,,,2,12,,,69,29,2,,,
VT,Cabot,1,1,,136,,10,11,265,,,,4,24,,,75,15,5,,,
VT,Calais,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Cambridge,1,1,,328,,12,3,497,,,,5,34,,,177,12,12,,,
VT,Canaan,1,1,,111,,4,0,107,,,,2,12,,,77,7,1,,,
VT,Castleton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Cavendish,1,1,,133,,5,2,189,,,,3,26,,,56,5,5,,,
VT,Charleston,1,1,,54,,1,1,100,,,,0,10,,,38,5,2,,,
VT,Charlotte,1,1,,76,,3,0,107,,,,1,3,,,40,2,1,,,
VT,Chelsea,1,1,,80,,2,1,166,,,,1,9,,,70,4,5,,,
VT,Chester,1,1,,342,,15,3,467,,,,4,49,,,174,16,6,,,
VT,Chittenden,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Clarendon,1,1,,243,,9,5,252,,,,7,47,,,169,11,14,,,
VT,Colchester,1,1,,1560,,39,9,2155,,,,29,105,,,742,77,56,,,
VT,Concord,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Corinth,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Cornwall,1,1,,128,,6,1,318,,,,1,14,,,66,5,1,,,
VT,Coventry,1,1,,85,,2,3,105,,,,2,8,,,38,2,0,,,
VT,Craftsbury,1,1,,93,,4,4,233,,,,0,4,,,45,7,1,,,
VT,Danby,1,1,,143,,6,2,151,,,,6,30,,,90,3,1,,,
VT,Danville,1,1,,164,,0,0,341,,,,1,23,,,121,4,8,,,

VT,Derby,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Dorset,1,1,,204,,7,5,407,,,,4,20,,,143,4,7,,,
VT,Dover,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Dummerston,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Duxbury,1,1,,120,,4,2,250,,,,1,9,,,58,7,5,,,
VT,East Haven,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,East Montpelier,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Eden,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Elmore,1,1,,85,,2,1,159,,,,0,7,,,22,1,2,,,
VT,Enosburgh,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Essex,2,2,,1780,,41,13,2711,,,,16,151,,,731,87,40,,,
VT,Fair Haven,1,1,,255,,5,2,290,,,,2,26,,,148,16,11,,,
VT,Fairfax,1,1,,397,,8,6,519,,,,7,54,,,178,23,17,,,
VT,Fairfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Fairlee,1,1,,91,,3,0,157,,,,3,5,,,52,4,2,,,
VT,Fayston,1,1,,109,,2,1,229,,,,1,8,,,33,4,0,,,
VT,Ferrisburg,1,1,,295,,17,0,477,,,,7,35,,,159,23,12,,,
VT,Fletcher,1,1,,88,,1,4,181,,,,0,13,,,26,6,0,,,
VT,Franklin,1,1,,86,,3,2,109,,,,2,28,,,56,3,6,,,
VT,Georgia,1,1,,455,,23,3,504,,,,5,46,,,255,20,26,,,
VT,Glover,1,1,,79,,4,4,150,,,,1,6,,,51,5,2,,,
VT,Goshen,1,1,,35,,6,0,41,,,,4,4,,,22,1,3,,,
VT,Grafton,1,1,,74,,2,0,105,,,,3,3,,,41,4,2,,,
VT,Granby,1,1,,5,,0,0,12,,,,0,4,,,10,0,1,,,
VT,Grand Isle,1,1,,239,,4,3,333,,,,3,14,,,125,11,10,,,
VT,Granville,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Greensboro,1,1,,68,,2,2,141,,,,0,0,,,27,3,2,,,
VT,Groton,1,1,,55,,1,1,109,,,,0,17,,,56,12,2,,,
VT,Guildhall,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Guilford,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Halifax,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hancock,1,1,,42,,2,1,43,,,,0,1,,,11,3,0,,,
VT,Hardwick,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hartford,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hartland,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Highgate,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hinesburg,1,1,,497,,13,4,871,,,,10,34,,,205,29,10,,,
VT,Holland,1,1,,60,,1,1,66,,,,0,9,,,31,4,3,,,
VT,Hubbardton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Huntington,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Hyde Park,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Ira,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Irasburg,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Isle La Motte,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Jamaica,1,1,,57,,1,3,132,,,,1,10,,,31,2,1,,,
VT,Jay,1,1,,44,,1,0,42,,,,2,0,,,18,0,1,,,
VT,Jericho,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Johnson,1,1,,165,,5,3,361,,,,1,19,,,77,12,4,,,
VT,Killington,1,1,,117,,1,1,149,,,,4,7,,,58,4,4,,,
VT,Kirby,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Landgrove,1,1,,15,,0,1,48,,,,0,1,,,9,0,2,,,
VT,Leicester,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Lemington,1,1,,15,,0,0,10,,,,0,3,,,7,1,0,,,
VT,Lincoln,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Londonderry,1,1,,118,,1,2,225,,,,3,8,,,71,5,0,,,
VT,Lowell,1,1,,75,,2,1,74,,,,1,10,,,25,4,1,,,
VT,Ludlow,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Lunenburg,1,1,,121,,4,3,124,,,,3,24,,,97,7,5,,,
VT,Lyndon,1,1,,308,,7,0,482,,,,2,47,,,209,27,10,,,
VT,Maidstone,1,1,,11,,3,0,28,,,,0,2,,,18,0,0,,,

VT,Manchester,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Marlboro,1,1,,88,,13,7,248,,,,0,4,,,27,0,0,,,
VT,Marshfield,1,1,,134,,7,14,279,,,,3,7,,,58,6,6,,,
VT,Mendon,1,1,,120,,30,1,189,,,,2,13,,,71,3,0,,,
VT,Middlebury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Middlesex,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Middletown Springs,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Milton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Monkton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Montgomery,1,1,,89,,1,4,160,,,,0,13,,,22,6,2,,,
VT,Montpelier,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Moretown,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Morgan,1,1,,75,,3,0,68,,,,2,12,,,48,5,3,,,
VT,Morristown,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Mount Holly,1,1,,137,,1,1,194,,,,6,17,,,71,15,6,,,
VT,Mount Tabor,1,1,,14,,0,0,28,,,,0,4,,,15,1,1,,,
VT,New Haven,1,1,,186,,8,2,327,,,,6,14,,,120,12,5,,,
VT,Newark,1,1,,45,,1,0,76,,,,0,5,,,26,14,1,,,
VT,Newbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Newfane,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Newport,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Newport Town,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,North Hero,1,1,,113,,5,3,145,,,,3,19,,,76,5,1,,,
VT,Northfield,1,1,,489,,24,5,647,,,,6,45,,,280,33,9,,,
VT,Norton,1,1,,26,,0,0,13,,,,0,2,,,16,1,2,,,
VT,Norwich,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Orange,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Orwell,1,1,,115,,3,0,160,,,,5,10,,,86,4,8,,,
VT,Panton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Pawlet,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Peacham,1,1,,80,,4,1,179,,,,1,9,,,24,5,1,,,
VT,Peru,1,1,,29,,1,1,86,,,,2,0,,,22,1,0,,,
VT,Pittsfield,1,1,,45,,0,0,89,,,,1,1,,,32,2,0,,,
VT,Pittsford,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Plainfield,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Plymouth,1,1,,68,,4,1,132,,,,0,9,,,36,3,3,,,
VT,Pomfret,1,1,,85,,0,2,244,,,,1,8,,,39,3,4,,,
VT,Poultney,1,1,,282,,11,3,363,,,,5,35,,,141,16,10,,,
VT,Pownal,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Proctor,1,1,,204,,9,2,227,,,,1,10,,,86,4,6,,,
VT,Putney,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Randolph,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Reading,1,1,,76,,4,1,108,,,,1,4,,,38,2,2,,,
VT,Readsboro,1,1,,128,,3,1,74,,,,2,11,,,64,0,3,,,
VT,Richford,1,0,,,,,,,,,,0,0,,,0,0,0,,,
VT,Richford,1,1,,236,,14,3,190,,,,,,,,,,,,,
VT,Richmond,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Ripton,1,1,,68,,0,1,175,,,,0,4,,,15,0,2,,,
VT,Rochester,1,1,,112,,6,6,246,,,,2,6,,,29,5,1,,,
VT,Rockingham,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Roxbury,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Royalton,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Rupert,1,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
VT,Rutland,4,0,,0,,0,0,0,,,,0,0,,,0,0,0,,,
